ID,Name,Species,Variant,Generation,Rarity,Evolves_from,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image_url,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank
620,Mienshao,Mienshao,NULL,5,Common,Mienfoo,Fighting,NULL,510,65,125,60,95,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,Permitted,18,0,74
35,Clefairy,Clefairy,NULL,1,Common,Cleffa,Fairy,NULL,323,70,45,48,60,65,35,https://img.pokemondb.net/sprites/sword-shield/icon/clefairy.png,Permitted,25,0,73
59,Arcanine,Arcanine,NULL,1,Common,Growlithe,Fire,NULL,555,90,110,80,100,80,95,https://img.pokemondb.net/sprites/sword-shield/icon/arcanine.png,Permitted,23,0,71
795,Pheromosa,Pheromosa,NULL,7,Common,NULL,Bug,Fighting,570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,Permitted,29,1,70
752,Araquanid,Araquanid,NULL,7,Common,Dewpider,Water,Bug,454,68,70,92,50,132,42,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,Permitted,15,1,69
376,Metagross,Metagross,NULL,3,Common,Metang,Steel,Psychic,600,80,135,130,95,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,Permitted,27,1,68
797,Celesteela,Celesteela,NULL,7,Common,NULL,Steel,Flying,570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,Permitted,26,1,67
847,Barraskewda,Barraskewda,NULL,8,Common,Arrokuda,Water,NULL,490,61,123,60,60,50,136,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png,Permitted,37,1,66
473,Mamoswine,Mamoswine,NULL,4,Common,Piloswine,Ice,Ground,530,110,130,80,70,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,Permitted,16,1,64
131,Lapras,Lapras,NULL,1,Common,NULL,Water,Ice,535,130,85,80,85,95,60,https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,Permitted,61,1,59
764,Comfey,Comfey,NULL,7,Common,NULL,Fairy,NULL,485,51,52,90,82,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,Permitted,54,1,58
876,Indeedee Male,Indeedee,Male,8,Common,NULL,Psychic,Normal,475,60,65,55,105,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png,Permitted,26,1,57
197,Umbreon,Umbreon,NULL,2,Common,Eevee,Dark,NULL,525,95,65,110,60,130,65,https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,Permitted,35,1,56
887,Dragapult,Dragapult,NULL,8,Common,Drakloak,Dragon,Ghost,600,88,120,75,100,75,142,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png,Permitted,54,1,55
839,Coalossal,Coalossal,NULL,8,Common,Carkol,Rock,Fire,510,110,80,120,80,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png,Permitted,40,1,54
468,Togekiss,Togekiss,NULL,4,Common,Togetic,Fairy,Flying,545,85,50,95,120,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,Permitted,39,1,53
437,Bronzong,Bronzong,NULL,4,Common,Bronzor,Steel,Psychic,500,67,89,116,79,116,33,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,Permitted,27,1,52
815,Cinderace,Cinderace,NULL,8,Common,Raboot,Fire,NULL,530,80,116,75,65,75,119,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,Permitted,45,1,51
479,Heat Rotom,Rotom,Heat,4,Common,NULL,Electric,Fire,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,Permitted,43,1,48
537,Seismitoad,Seismitoad,NULL,5,Common,Palpitoad,Water,Ground,509,105,95,75,85,75,74,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,Permitted,59,1,46
576,Gothitelle,Gothitelle,NULL,5,Common,Gothorita,Psychic,NULL,490,70,55,95,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,Permitted,20,2,45
778,Mimikyu,Mimikyu,NULL,7,Common,NULL,Ghost,Fairy,476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,Permitted,114,2,44
302,Sableye,Sableye,NULL,3,Common,NULL,Dark,Ghost,380,50,75,75,65,65,50,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,Permitted,47,2,41
110,Weezing,Weezing,NULL,1,Common,Koffing,Poison,NULL,490,65,90,120,85,70,60,https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,Permitted,43,2,36
26,Raichu,Raichu,NULL,1,Common,Pikachu,Electric,NULL,485,60,90,55,90,80,110,https://img.pokemondb.net/sprites/sword-shield/icon/raichu.png,Permitted,93,3,35
230,Kingdra,Kingdra,NULL,2,Common,Seadra,Water,Dragon,540,75,95,95,95,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,Permitted,37,3,34
324,Torkoal,Torkoal,NULL,3,Common,NULL,Fire,NULL,470,70,85,140,85,70,20,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,Permitted,63,3,33
356,Dusclops,Dusclops,NULL,3,Common,Duskull,Ghost,NULL,455,40,70,130,60,130,25,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,Permitted,88,4,32
292,Shedinja,Shedinja,NULL,3,Common,Nincada,Bug,Ghost,236,1,90,45,30,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,Permitted,42,4,30
132,Ditto,Ditto,NULL,1,Common,NULL,Normal,NULL,288,48,48,48,48,48,48,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,Permitted,74,5,26
598,Ferrothorn,Ferrothorn,NULL,5,Common,Ferroseed,Grass,Steel,489,74,94,131,54,116,20,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,Permitted,131,5,25
3,Venusaur,Venusaur,NULL,1,Common,Ivysaur,Grass,Poison,525,80,82,83,100,100,80,https://img.pokemondb.net/sprites/sword-shield/icon/venusaur.png,Permitted,204,7,24
9,Blastoise,Blastoise,NULL,1,Common,Wartortle,Water,NULL,530,79,83,100,85,105,78,https://img.pokemondb.net/sprites/sword-shield/icon/blastoise.png,Permitted,98,7,23
798,Kartana,Kartana,NULL,7,Common,NULL,Grass,Steel,570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,Permitted,118,7,22
233,Porygon2,Porygon2,NULL,2,Common,Porygon,Normal,NULL,515,85,80,90,105,95,60,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,Permitted,117,9,19
547,Whimsicott,Whimsicott,NULL,5,Common,Cottonee,Grass,Fairy,480,60,67,85,77,75,116,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,Permitted,425,17,15
876,Indeedee Female,Indeedee,Female,8,Common,NULL,Psychic,Normal,475,70,55,65,95,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png,Permitted,387,18,14
591,Amoonguss,Amoonguss,NULL,5,Common,Foongus,Grass,Poison,464,114,85,70,85,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,Permitted,350,18,13
6,Charizard,Charizard,NULL,1,Common,Charmeleon,Fire,Flying,534,78,84,78,109,85,100,https://img.pokemondb.net/sprites/sword-shield/icon/charizard.png,Permitted,344,19,12
423,Gastrodon,Gastrodon,NULL,4,Common,Shellos,Water,Ground,475,111,83,68,92,82,39,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,Permitted,396,20,11
812,Rillaboom,Rillaboom,NULL,8,Common,Thwackey,Grass,NULL,530,100,125,90,60,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,Permitted,482,27,6
861,Grimmsnarl,Grimmsnarl,NULL,8,Common,Morgrem,Dark,Fairy,510,95,120,65,95,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png,Permitted,577,30,4
727,Incineroar,Incineroar,NULL,7,Common,Torracat,Fire,Dark,530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,Permitted,1124,59,2
26,Alolan Raichu,Raichu,Alolan,7,Common,Pikachu,Electric,Psychic,485,60,85,50,95,85,110,https://img.pokemondb.net/sprites/sword-shield/icon/raichu-alolan.png,Permitted,0,0,0
28,Sandslash,Sandslash,NULL,1,Common,Sandshrew,Ground,NULL,450,75,100,110,45,55,65,https://img.pokemondb.net/sprites/sword-shield/icon/sandslash.png,Permitted,0,0,0
28,Alolan Sandslash,Sandslash,Alolan,7,Common,Sandshrew,Ice,Steel,450,75,100,120,25,65,65,https://img.pokemondb.net/sprites/sword-shield/icon/sandslash-alolan.png,Permitted,0,0,0
38,Ninetales,Ninetales,NULL,1,Common,Vulpix,Fire,NULL,505,73,76,75,81,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/ninetales.png,Permitted,0,0,0
40,Wigglytuff,Wigglytuff,NULL,1,Common,Jigglypuff,Normal,Fairy,435,140,70,45,85,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/wigglytuff.png,Permitted,0,0,0
45,Vileplume,Vileplume,NULL,1,Common,Gloom,Grass,Poison,490,75,80,85,110,90,50,https://img.pokemondb.net/sprites/sword-shield/icon/vileplume.png,Permitted,0,0,0
55,Golduck,Golduck,NULL,1,Common,Psyduck,Water,NULL,500,80,82,78,95,80,85,https://img.pokemondb.net/sprites/sword-shield/icon/golduck.png,Permitted,0,0,0
62,Poliwrath,Poliwrath,NULL,1,Common,Poliwhirl,Water,Fighting,510,90,95,95,70,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/poliwrath.png,Permitted,0,0,0
65,Alakazam,Alakazam,NULL,1,Common,Kadabra,Psychic,NULL,500,55,50,45,135,95,120,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam.png,Permitted,0,0,0
73,Tentacruel,Tentacruel,NULL,1,Common,Tentacool,Water,Poison,515,80,70,65,80,120,100,https://img.pokemondb.net/sprites/sword-shield/icon/tentacruel.png,Permitted,0,0,0
80,Galarian Slowbro,Slowbro,Galarian,8,Common,Slowpoke,Poison,Psychic,490,95,100,95,100,70,30,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-galarian.png,Permitted,0,0,0
82,Magneton,Magneton,NULL,1,Common,Magnemite,Electric,Steel,465,50,60,95,120,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png,Permitted,0,0,0
105,Marowak,Marowak,NULL,1,Common,Cubone,Ground,NULL,425,60,80,110,50,80,45,https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png,Permitted,0,0,0
106,Hitmonlee,Hitmonlee,NULL,1,Common,Tyrogue,Fighting,NULL,455,50,120,53,35,110,87,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png,Permitted,0,0,0
114,Tangela,Tangela,NULL,1,Common,NULL,Grass,NULL,435,65,55,115,100,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,Permitted,0,0,0
119,Seaking,Seaking,NULL,1,Common,Goldeen,Water,NULL,450,80,92,65,65,80,68,https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,Permitted,0,0,0
121,Starmie,Starmie,NULL,1,Common,Staryu,Water,Psychic,520,60,75,85,100,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,Permitted,0,0,0
122,Mr. Mime,Mr.,Mime,1,Common,Mime-jr,Psychic,Fairy,460,40,45,65,100,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,Permitted,0,0,0
123,Scyther,Scyther,NULL,1,Common,NULL,Bug,Flying,500,70,110,80,55,80,105,https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,Permitted,0,0,0
134,Vaporeon,Vaporeon,NULL,1,Common,Eevee,Water,NULL,525,130,65,60,110,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,Permitted,0,0,0
135,Jolteon,Jolteon,NULL,1,Common,Eevee,Electric,NULL,525,65,65,60,110,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,Permitted,0,0,0
136,Flareon,Flareon,NULL,1,Common,Eevee,Fire,NULL,525,65,130,60,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,Permitted,0,0,0
164,Noctowl,Noctowl,NULL,2,Common,Hoothoot,Normal,Flying,452,100,50,50,86,96,70,https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png,Permitted,0,0,0
176,Togetic,Togetic,NULL,2,Common,Togepi,Fairy,Flying,405,55,40,85,80,105,40,https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png,Permitted,0,0,0
206,Dunsparce,Dunsparce,NULL,2,Common,NULL,Normal,NULL,415,100,70,70,65,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,Permitted,0,0,0
208,Steelix,Steelix,NULL,2,Common,Onix,Steel,Ground,510,75,85,200,55,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,Permitted,0,0,0
211,Qwilfish,Qwilfish,NULL,2,Common,NULL,Water,Poison,440,65,95,85,55,55,85,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,Permitted,0,0,0
214,Heracross,Heracross,NULL,2,Common,NULL,Bug,Fighting,500,80,125,75,40,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,Permitted,0,0,0
222,Corsola,Corsola,NULL,2,Common,NULL,Water,Rock,410,65,55,95,65,95,35,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,Permitted,0,0,0
222,Galarian Corsola,Corsola,Galarian,8,Common,NULL,Ghost,NULL,410,60,55,100,65,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png,Permitted,0,0,0
241,Miltank,Miltank,NULL,2,Common,NULL,Normal,NULL,490,95,80,105,40,70,100,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,Permitted,0,0,0
282,Gardevoir,Gardevoir,NULL,3,Common,Kirlia,Psychic,Fairy,518,68,65,65,125,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,Permitted,0,0,0
291,Ninjask,Ninjask,NULL,3,Common,Nincada,Bug,Flying,456,61,90,45,50,50,160,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,Permitted,0,0,0
295,Exploud,Exploud,NULL,3,Common,Loudred,Normal,NULL,490,104,91,63,91,73,68,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,Permitted,0,0,0
319,Sharpedo,Sharpedo,NULL,3,Common,Carvanha,Water,Dark,460,70,120,40,95,40,95,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,Permitted,0,0,0
330,Flygon,Flygon,NULL,3,Common,Vibrava,Ground,Dragon,520,80,100,80,80,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,Permitted,0,0,0
342,Crawdaunt,Crawdaunt,NULL,3,Common,Corphish,Water,Dark,468,63,120,85,90,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,Permitted,0,0,0
344,Claydol,Claydol,NULL,3,Common,Baltoy,Ground,Psychic,500,60,70,105,70,120,75,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,Permitted,0,0,0
407,Roserade,Roserade,NULL,4,Common,Roselia,Grass,Poison,515,60,70,65,125,105,90,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,Permitted,0,0,0
428,Lopunny,Lopunny,NULL,4,Common,Buneary,Normal,NULL,480,65,76,84,54,96,105,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,Permitted,0,0,0
450,Hippowdon,Hippowdon,NULL,4,Common,Hippopotas,Ground,NULL,525,108,112,118,68,72,47,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,Permitted,0,0,0
452,Drapion,Drapion,NULL,4,Common,Skorupi,Poison,Dark,500,70,90,110,60,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,Permitted,0,0,0
462,Magnezone,Magnezone,NULL,4,Common,Magneton,Electric,Steel,535,70,70,115,130,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,Permitted,0,0,0
463,Lickilicky,Lickilicky,NULL,4,Common,Lickitung,Normal,NULL,515,110,85,95,80,95,50,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,Permitted,0,0,0
465,Tangrowth,Tangrowth,NULL,4,Common,Tangela,Grass,NULL,535,100,100,125,110,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,Permitted,0,0,0
475,Gallade,Gallade,NULL,4,Common,Kirlia,Psychic,Fighting,518,68,125,65,65,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,Permitted,0,0,0
477,Dusknoir,Dusknoir,NULL,4,Common,Dusclops,Ghost,NULL,525,45,100,135,65,135,45,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,Permitted,0,0,0
479,Fan Rotom,Rotom,Fan,4,Common,NULL,Electric,Flying,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Permitted,0,0,0
479,Frost Rotom,Rotom,Frost,4,Common,NULL,Electric,Ice,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,Permitted,0,0,0
508,Stoutland,Stoutland,NULL,5,Common,Herdier,Normal,NULL,500,85,110,90,45,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,Permitted,0,0,0
521,Unfezant,Unfezant,NULL,5,Common,Tranquill,Normal,Flying,488,80,115,80,65,55,93,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,Permitted,0,0,0
545,Scolipede,Scolipede,NULL,5,Common,Whirlipede,Bug,Poison,485,60,100,89,55,69,112,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,Permitted,0,0,0
549,Lilligant,Lilligant,NULL,5,Common,Petilil,Grass,NULL,480,70,60,75,110,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,Permitted,0,0,0
556,Maractus,Maractus,NULL,5,Common,NULL,Grass,NULL,461,75,86,67,106,67,60,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,Permitted,0,0,0
558,Crustle,Crustle,NULL,5,Common,Dwebble,Bug,Rock,485,70,105,125,65,75,45,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,Permitted,0,0,0
561,Sigilyph,Sigilyph,NULL,5,Common,NULL,Psychic,Flying,490,72,58,80,103,80,97,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,Permitted,0,0,0
563,Cofagrigus,Cofagrigus,NULL,5,Common,Yamask,Ghost,NULL,483,58,50,145,95,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,Permitted,0,0,0
571,Zoroark,Zoroark,NULL,5,Common,Zorua,Dark,NULL,510,60,105,60,120,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,Permitted,0,0,0
579,Reuniclus,Reuniclus,NULL,5,Common,Duosion,Psychic,NULL,490,110,65,75,125,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,Permitted,0,0,0
584,Vanilluxe,Vanilluxe,NULL,5,Common,Vanillish,Ice,NULL,535,71,95,85,110,95,79,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,Permitted,0,0,0
587,Emolga,Emolga,NULL,5,Common,NULL,Electric,Flying,428,55,75,60,75,60,103,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,Permitted,0,0,0
596,Galvantula,Galvantula,NULL,5,Common,Joltik,Bug,Electric,472,70,77,60,97,60,108,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,Permitted,0,0,0
606,Beheeyem,Beheeyem,NULL,5,Common,Elgyem,Psychic,NULL,485,75,75,75,125,95,40,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,Permitted,0,0,0
612,Haxorus,Haxorus,NULL,5,Common,Fraxure,Dragon,NULL,540,76,147,90,60,70,97,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,Permitted,0,0,0
614,Beartic,Beartic,NULL,5,Common,Cubchoo,Ice,NULL,505,95,130,80,70,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,Permitted,0,0,0
621,Druddigon,Druddigon,NULL,5,Common,NULL,Dragon,NULL,485,77,120,90,60,90,48,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,Permitted,0,0,0
623,Golurk,Golurk,NULL,5,Common,Golett,Ground,Ghost,483,89,124,80,55,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,Permitted,0,0,0
626,Bouffalant,Bouffalant,NULL,5,Common,NULL,Normal,NULL,490,95,110,95,40,95,55,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,Permitted,0,0,0
628,Braviary,Braviary,NULL,5,Common,Rufflet,Normal,Flying,510,100,123,75,57,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,Permitted,0,0,0
683,Aromatisse,Aromatisse,NULL,6,Common,Spritzee,Fairy,NULL,462,101,72,72,99,89,29,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,Permitted,0,0,0
685,Slurpuff,Slurpuff,NULL,6,Common,Swirlix,Fairy,NULL,480,82,80,86,85,75,72,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,Permitted,0,0,0
687,Malamar,Malamar,NULL,6,Common,Inkay,Dark,Psychic,482,86,92,88,68,75,73,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,Permitted,0,0,0
691,Dragalge,Dragalge,NULL,6,Common,Skrelp,Poison,Dragon,494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,Permitted,0,0,0
693,Clawitzer,Clawitzer,NULL,6,Common,Clauncher,Water,NULL,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,Permitted,0,0,0
700,Sylveon,Sylveon,NULL,6,Common,Eevee,Fairy,NULL,525,95,65,65,110,130,60,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,Permitted,0,0,0
702,Dedenne,Dedenne,NULL,6,Common,NULL,Electric,Fairy,431,67,58,57,81,67,101,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,Permitted,0,0,0
711,Gourgeist Super Size,Gourgeist,Super Size,6,Common,Pumpkaboo,Ghost,Grass,494,85,100,122,58,75,54,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png,Permitted,0,0,0
711,Gourgeist Large Size,Gourgeist,Large Size,6,Common,Pumpkaboo,Ghost,Grass,494,75,95,122,58,75,69,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png,Permitted,0,0,0
711,Gourgeist Small Size,Gourgeist,Small Size,6,Common,Pumpkaboo,Ghost,Grass,494,55,85,122,58,75,99,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png,Permitted,0,0,0
715,Noivern,Noivern,NULL,6,Common,Noibat,Flying,Dragon,535,85,70,80,97,80,123,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,Permitted,0,0,0
724,Decidueye,Decidueye,NULL,7,Common,Dartrix,Grass,Ghost,530,78,107,75,100,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,Permitted,0,0,0
726,Torracat,Torracat,NULL,7,Common,Litten,Fire,NULL,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,Permitted,0,0,0
737,Charjabug,Charjabug,NULL,7,Common,Grubbin,Bug,Electric,400,57,82,95,55,75,36,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,Permitted,0,0,0
743,Ribombee,Ribombee,NULL,7,Common,Cutiefly,Bug,Fairy,464,60,55,60,95,70,124,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,Permitted,0,0,0
745,Lycanroc Midday Form,Lycanroc,Midday Form,7,Common,Rockruff,Rock,NULL,487,75,115,65,55,65,112,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,Permitted,0,0,0
745,Lycanroc Midnight Form,Lycanroc,Midnight Form,7,Common,Rockruff,Rock,NULL,487,85,115,75,55,75,82,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,Permitted,0,0,0
745,Lycanroc Dusk Form,Lycanroc,Dusk Form,7,Common,Rockruff,Rock,NULL,487,75,117,65,55,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,Permitted,0,0,0
756,Shiinotic,Shiinotic,NULL,7,Common,Morelull,Grass,Fairy,405,60,45,80,90,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,Permitted,0,0,0
758,Salazzle,Salazzle,NULL,7,Common,Salandit,Poison,Fire,480,68,64,60,111,60,117,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,Permitted,0,0,0
760,Bewear,Bewear,NULL,7,Common,Stufful,Normal,Fighting,500,120,125,80,55,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,Permitted,0,0,0
766,Passimian,Passimian,NULL,7,Common,NULL,Fighting,NULL,490,100,120,90,40,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,Permitted,0,0,0
768,Golisopod,Golisopod,NULL,7,Common,Wimpod,Bug,Water,530,75,125,140,60,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,Permitted,0,0,0
776,Turtonator,Turtonator,NULL,7,Common,NULL,Fire,Dragon,485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,Permitted,0,0,0
781,Dhelmise,Dhelmise,NULL,7,Common,NULL,Ghost,Grass,517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,Permitted,0,0,0
826,Orbeetle,Orbeetle,NULL,8,Common,Dottler,Bug,Psychic,505,60,45,110,80,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,Permitted,0,0,0
828,Thievul,Thievul,NULL,8,Common,Nickit,Dark,NULL,455,70,58,58,87,92,90,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png,Permitted,0,0,0
830,Eldegoss,Eldegoss,NULL,8,Common,Gossifleur,Grass,NULL,460,60,50,90,80,120,60,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png,Permitted,0,0,0
841,Flapple,Flapple,NULL,8,Common,Applin,Grass,Dragon,485,70,110,80,95,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png,Permitted,0,0,0
844,Sandaconda,Sandaconda,NULL,8,Common,Silicobra,Ground,NULL,510,72,107,125,65,70,71,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png,Permitted,0,0,0
849,Toxtricity Low Key Form,Toxtricity,Low Key Form,8,Common,Toxel,Electric,Poison,502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png,Permitted,0,0,0
853,Grapploct,Grapploct,NULL,8,Common,Clobbopus,Fighting,NULL,480,80,118,90,70,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png,Permitted,0,0,0
855,Polteageist,Polteageist,NULL,8,Common,Sinistea,Ghost,NULL,508,60,65,65,134,114,70,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png,Permitted,0,0,0
863,Perrserker,Perrserker,NULL,8,Common,Meowth,Steel,NULL,440,70,110,100,50,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png,Permitted,0,0,0
