Move,Use Percentage,Pokemon,Monthly Move Use,Damage Class,Type1,Type2
Snarl,7.901,Tyranitar,1.89624,Special,Rock,Dark
Snarl,22.824,Raikou,1.59768,Special,Electric,Electric
Snarl,29.799,Krookodile,3.27789,Special,Ground,Dark
Snarl,36.582,Mandibuzz,1.09746,Special,Dark,Flying
Snarl,56.413,Scrafty,3.38478,Special,Fighting,Dark
Snarl,50.59,Boltund,1.0118,Special,Electric,Electric
Snarl,81.685,Manectric,2.45055,Special,Electric,Electric
Snarl,47.343,Drampa,1.89372,Special,Normal,Dragon
Snarl,55.109,Zoroark,0,Special,Dark,Dark
Snarl,81.397,Haxorus,0,Special,Dragon,Dragon
Snarl,81.578,Thievul,0,Special,Dark,Dark
Snarl,45.062,Toxtricity Low Key Form,0,Special,Electric,Poison
Snarl,13.481,Stoutland,0,Special,Normal,Normal
Snarl,11.199,Drapion,0,Special,Dark,Poison
Water Spout,8.226,Blastoise,8.06148,Special,Water,Water
Water Spout,57.229,Jellicent,3.43374,Special,Water,Ghost
Ice Beam,79.866,Gastrodon,316.26936,Special,Water,Ground
Ice Beam,28.395,Porygon2,33.22215,Special,Normal,Normal
Ice Beam,15.366,Blastoise,15.05868,Special,Water,Water
Ice Beam,9.322,White Kyurem,8.8559,Special,Dragon,Ice
Ice Beam,17.659,Milotic,5.2977,Special,Water,Water
Ice Beam,10.22,Inteleon,1.1242,Special,Water,Water
Ice Beam,6.014,Politoed,0.42098,Special,Water,Water
Ice Beam,34.866,Ludicolo,5.57856,Special,Water,Grass
Ice Beam,10.837,Primarina,1.19207,Special,Water,Fairy
Ice Beam,7.909,Latias,0.47454,Special,Psychic,Dragon
Ice Beam,6.454,Cresselia,0.6454,Special,Psychic,Psychic
Ice Beam,93.187,Wishiwashi Solo Form,0.93187,Special,Water,Water
Ice Beam,82.954,Mantine,2.48862,Special,Water,Flying
Ice Beam,5.947,Goodra,0.35682,Special,Dragon,Dragon
Ice Beam,38.335,Silvally,0.7667,Special,Normal,Normal
Ice Beam,13.248,Starmie,0,Special,Water,Psychic
Ice Beam,10.988,Vaporeon,0,Special,Water,Water
Ice Beam,2.911,Lopunny,0,Special,Normal,Normal
Ice Beam,25.41,Golduck,0,Special,Water,Water
Ice Beam,16.545,Cursola,0,Special,Ghost,Ghost
Ice Beam,50.262,Exploud,0,Special,Normal,Normal
Ice Beam,81.73,Seaking,0,Special,Water,Water
Ice Beam,3.503,Tentacruel,0,Special,Poison,Water
Thunder,25.838,Zapdos,43.40784,Special,Electric,Flying
Thunder,19.911,Lapras,12.14571,Special,Water,Ice
Thunder,11.256,Tapu Koko,3.03912,Special,Electric,Fairy
Thunder,40.022,Thundurus Therian Forme,3.60198,Special,Electric,Flying
Thunder,10.649,Wash Rotom,1.70384,Special,Electric,Water
Thunder,14.286,Pikachu,1.85718,Special,Electric,Electric
Thunder,30.286,Raikou,2.12002,Special,Electric,Electric
Thunder,77.345,Heliolisk,6.1876,Special,Electric,Normal
Thunder,36.405,Porygon-Z,2.54835,Special,Normal,Normal
Thunder,28.627,Duraludon,2.29016,Special,Steel,Dragon
Thunder,17.204,Vikavolt,0.51612,Special,Bug,Electric
Thunder,16.446,Xurkitree,0.65784,Special,Electric,Electric
Thunder,12.932,Mow Rotom,0.38796,Special,Electric,Grass
Thunder,86.412,Manectric,2.59236,Special,Electric,Electric
Thunder,8.394,Magnezone,0,Special,Electric,Steel
Thunder,39.983,Frost Rotom,0,Special,Electric,Ice
Thunder,37.509,Jolteon,0,Special,Electric,Electric
Thunder,21.356,Reuniclus,0,Special,Psychic,Psychic
Thunder,39.96,Galvantula,0,Special,Bug,Electric
Thunder,12.558,Dragalge,0,Special,Poison,Dragon
Blizzard,52.957,Blastoise,51.89786,Special,Water,Water
Blizzard,57.734,White Kyurem,54.8473,Special,Dragon,Ice
Blizzard,19.52,Tapu Fini,14.4448,Special,Water,Fairy
Blizzard,19.916,Lapras,12.14876,Special,Water,Ice
Blizzard,44.307,Milotic,13.2921,Special,Water,Water
Blizzard,4.901,Ludicolo,0.78416,Special,Water,Grass
Blizzard,75.578,Alolan Ninetales,12.09248,Special,Ice,Fairy
Blizzard,13.382,Porygon-Z,0.93674,Special,Normal,Normal
Blizzard,74.712,Abomasnow,3.7356,Special,Grass,Ice
Blizzard,11.584,Glaceon,0.11584,Special,Ice,Ice
Blizzard,3.582,Vaporeon,0,Special,Water,Water
Blizzard,99.999,Frost Rotom,0,Special,Electric,Ice
Blizzard,8.443,Cursola,0,Special,Ghost,Ghost
Blizzard,15.21,Exploud,0,Special,Normal,Normal
Blizzard,99.833,Vanilluxe,0,Special,Ice,Ice
Blizzard,30.075,Tentacruel,0,Special,Poison,Water
Blizzard,12.533,Dunsparce,0,Special,Normal,Normal
Reflect,75.872,Grimmsnarl,437.78144,Status,Dark,Fairy
Reflect,7.178,Tapu Lele,1.65094,Status,Psychic,Fairy
Reflect,4.686,Dragapult,2.53044,Status,Ghost,Dragon
Reflect,74.018,Meowstic Male,11.1027,Status,Psychic,Psychic
Reflect,47.943,Raikou,3.35601,Status,Electric,Electric
Reflect,55.96,Togedemaru,3.9172,Status,Electric,Steel
Reflect,78.803,Klefki,3.94015,Status,Fairy,Steel
Reflect,29.119,Articuno,1.16476,Status,Ice,Flying
Reflect,4.84,Togetic,0,Status,Fairy,Flying
Reflect,8.773,Ribombee,0,Status,Bug,Fairy
Reflect,13.174,Aromatisse,0,Status,Fairy,Fairy
Reflect,12.454,Magneton,0,Status,Electric,Steel
Reflect,9.675,Claydol,0,Status,Ground,Psychic
Light Screen,63.992,Grimmsnarl,369.23384,Status,Dark,Fairy
Light Screen,4.519,Raichu,4.20267,Status,Electric,Electric
Light Screen,5.232,Tapu Fini,3.87168,Status,Water,Fairy
Light Screen,8.997,Dragapult,4.85838,Status,Ghost,Dragon
Light Screen,7.671,Tapu Koko,2.07117,Status,Electric,Fairy
Light Screen,80.128,Meowstic Male,12.0192,Status,Psychic,Psychic
Light Screen,44.365,Raikou,3.10555,Status,Electric,Electric
Light Screen,78.689,Klefki,3.93445,Status,Fairy,Steel
Light Screen,94.869,Charjabug,0,Status,Bug,Electric
Light Screen,13.208,Aromatisse,0,Status,Fairy,Fairy
Light Screen,9.695,Claydol,0,Status,Ground,Psychic
Light Screen,9.362,Reuniclus,0,Status,Psychic,Psychic
Light Screen,11.406,Galarian Corsola,0,Status,Ghost,Ghost
Light Screen,3.514,Orbeetle,0,Status,Bug,Psychic
Thunder Wave,55.346,Grimmsnarl,319.34642,Status,Dark,Fairy
Thunder Wave,11.828,Thundurus Incarnate Forme,41.63456,Status,Electric,Flying
Thunder Wave,7.192,Liepard,1.15072,Status,Dark,Dark
Thunder Wave,18.483,Meowstic Male,2.77245,Status,Psychic,Psychic
Thunder Wave,5.38,Tyranitar,1.2912,Status,Rock,Dark
Thunder Wave,43.625,Raikou,3.05375,Status,Electric,Electric
Thunder Wave,92.238,Klefki,4.6119,Status,Fairy,Steel
Thunder Wave,13.82,Cresselia,1.382,Status,Psychic,Psychic
Thunder Wave,46.664,Boltund,0.93328,Status,Electric,Electric
Thunder Wave,8.948,Manectric,0.26844,Status,Electric,Electric
Thunder Wave,14.468,Cinccino,0.43404,Status,Normal,Normal
Thunder Wave,12.305,Togetic,0,Status,Fairy,Flying
Thunder Wave,5.439,Salazzle,0,Status,Poison,Fire
Thunder Wave,25.247,Mr. Mime,0,Status,Psychic,Fairy
Thunder Wave,49.45,Lopunny,0,Status,Normal,Normal
Thunder Wave,8.807,Miltank,0,Status,Normal,Normal
Thunder Wave,5.819,Stoutland,0,Status,Normal,Normal
Thunder Wave,28.58,Jolteon,0,Status,Electric,Electric
Spirit Break,52.745,Grimmsnarl,304.33865,Physical,Dark,Fairy
Foul Play,38.453,Grimmsnarl,221.87381,Physical,Dark,Fairy
Foul Play,19.228,Thundurus Incarnate Forme,67.68256,Physical,Electric,Flying
Foul Play,10.868,Amoonguss,38.038,Physical,Grass,Poison
Foul Play,44.718,Porygon2,52.32006,Physical,Normal,Normal
Foul Play,13.929,Sableye,6.54663,Physical,Ghost,Dark
Foul Play,98.973,Umbreon,34.64055,Physical,Dark,Dark
Foul Play,53.759,Liepard,8.60144,Physical,Dark,Dark
Foul Play,33.373,Weavile,4.67222,Physical,Dark,Ice
Foul Play,98.558,Alolan Persian,18.72602,Physical,Dark,Dark
Foul Play,16.399,Galarian Moltres,5.73965,Physical,Dark,Flying
Foul Play,4.42,Sneasel,0.1326,Physical,Dark,Ice
Foul Play,15.684,Wash Rotom,2.50944,Physical,Electric,Water
Foul Play,14.817,Tyranitar,3.55608,Physical,Rock,Dark
Foul Play,20.003,Oranguru,3.40051,Physical,Normal,Psychic
Foul Play,29.338,Krookodile,3.22718,Physical,Ground,Dark
Foul Play,17.15,Shiftry,0.5145,Physical,Grass,Dark
Foul Play,95.49,Toxicroak,1.9098,Physical,Poison,Fighting
Foul Play,13.299,Porygon-Z,0.93093,Physical,Normal,Normal
Foul Play,24.454,Klefki,1.2227,Physical,Fairy,Steel
Foul Play,62.585,Mandibuzz,1.87755,Physical,Dark,Flying
Foul Play,42.228,Scrafty,2.53368,Physical,Fighting,Dark
Foul Play,99.644,Diggersby,0.99644,Physical,Normal,Ground
Foul Play,23.157,Thievul,0,Physical,Dark,Dark
Scary Face,34.624,Grimmsnarl,199.78048,Status,Dark,Fairy
Scary Face,14.578,Thundurus Incarnate Forme,51.31456,Status,Electric,Flying
Scary Face,26.494,Drapion,0,Status,Dark,Poison
Trick,32.65,Grimmsnarl,188.3905,Status,Dark,Fairy
Trick,4.837,Calyrex Shadow Rider,17.55831,Status,Psychic,Ghost
Trick,20.679,Sableye,9.71913,Status,Ghost,Dark
Trick,16.369,Indeedee Male,4.25594,Status,Normal,Psychic
Trick,16.273,Meowstic Male,2.44095,Status,Psychic,Psychic
Trick,64.784,Blacephalon,5.83056,Status,Fire,Ghost
Trick,22.267,Espeon,0.66801,Status,Psychic,Psychic
Trick,16.646,Starmie,0,Status,Water,Psychic
Trick,4.564,Gallade,0,Status,Psychic,Fighting
Trick,11.083,Frost Rotom,0,Status,Electric,Ice
Fake Tears,17.558,Grimmsnarl,101.30966,Status,Dark,Fairy
Fake Tears,7.076,Whimsicott,30.073,Status,Grass,Fairy
Fake Tears,55.942,Liepard,8.95072,Status,Dark,Dark
Fake Tears,68.219,Weavile,9.55066,Status,Dark,Ice
Fake Tears,82.176,Alolan Persian,15.61344,Status,Dark,Dark
Fake Tears,15.749,Alolan Ninetales,2.51984,Status,Ice,Fairy
Fake Tears,40.278,Froslass,1.61112,Status,Ice,Ghost
Fake Tears,14.467,Cinccino,0.43401,Status,Normal,Normal
Fake Tears,16.543,Zoroark,0,Status,Dark,Dark
Fake Tears,51.229,Slurpuff,0,Status,Fairy,Fairy
Fake Tears,70.03,Thievul,0,Status,Dark,Dark
Fake Tears,4.237,Cofagrigus,0,Status,Ghost,Ghost
Fake Tears,9.984,Salazzle,0,Status,Poison,Fire
Fake Tears,18.621,Ninetales,0,Status,Fire,Fire
Fake Tears,15.254,Ribombee,0,Status,Bug,Fairy
Fake Tears,10.809,Aromatisse,0,Status,Fairy,Fairy
Fake Tears,23.305,Jolteon,0,Status,Electric,Electric
Electroweb,84.902,Regieleki,511.95906,Special,Electric,Electric
Electroweb,16.444,Thundurus Incarnate Forme,57.88288,Special,Electric,Flying
Electroweb,67.333,Raichu,62.61969,Special,Electric,Electric
Electroweb,18.51,Tapu Koko,4.9977,Special,Electric,Fairy
Electroweb,10.282,Thundurus Therian Forme,0.92538,Special,Electric,Flying
Electroweb,29.732,Pikachu,3.86516,Special,Electric,Electric
Electroweb,79.314,Heliolisk,6.34512,Special,Electric,Normal
Electroweb,22.414,Xurkitree,0.89656,Special,Electric,Electric
Electroweb,32.737,Mow Rotom,0.98211,Special,Electric,Grass
Electroweb,4.074,Emolga,0,Special,Electric,Flying
Electroweb,58.466,Dedenne,0,Special,Electric,Fairy
Electroweb,88.152,Galvantula,0,Special,Bug,Electric
Thunderbolt,38.147,Regieleki,230.02641,Special,Electric,Electric
Thunderbolt,22.15,Thundurus Incarnate Forme,77.968,Special,Electric,Flying
Thunderbolt,69.658,Zapdos,117.02544,Special,Electric,Flying
Thunderbolt,98.385,Heat Rotom,42.30555,Special,Electric,Fire
Thunderbolt,18.513,Tapu Koko,4.99851,Special,Electric,Fairy
Thunderbolt,49.534,Thundurus Therian Forme,4.45806,Special,Electric,Flying
Thunderbolt,77.056,Wash Rotom,12.32896,Special,Electric,Water
Thunderbolt,40.154,Pikachu,5.22002,Special,Electric,Electric
Thunderbolt,55.702,Raikou,3.89914,Special,Electric,Electric
Thunderbolt,11.739,Heliolisk,0.93912,Special,Electric,Normal
Thunderbolt,10.48,Porygon-Z,0.7336,Special,Normal,Normal
Thunderbolt,7.871,Latias,0.47226,Special,Psychic,Dragon
Thunderbolt,55.3,Duraludon,4.424,Special,Steel,Dragon
Thunderbolt,81.457,Vikavolt,2.44371,Special,Bug,Electric
Thunderbolt,50.185,Boltund,1.0037,Special,Electric,Electric
Thunderbolt,24.751,Goodra,1.48506,Special,Dragon,Dragon
Thunderbolt,50.41,Xurkitree,2.0164,Special,Electric,Electric
Thunderbolt,82.7,Mow Rotom,2.481,Special,Electric,Grass
Thunderbolt,3.679,Gengar,0.3679,Special,Ghost,Poison
Thunderbolt,11.696,Manectric,0.35088,Special,Electric,Electric
Thunderbolt,10.475,Starmie,0,Special,Water,Psychic
Thunderbolt,83.416,Magnezone,0,Special,Electric,Steel
Thunderbolt,99.008,Frost Rotom,0,Special,Electric,Ice
Thunderbolt,54.47,Magneton,0,Special,Electric,Steel
Thunderbolt,10.971,Jolteon,0,Special,Electric,Electric
Thunderbolt,24.691,Wigglytuff,0,Special,Normal,Fairy
Thunderbolt,6.296,Gardevoir,0,Special,Psychic,Fairy
Thunderbolt,45.944,Beheeyem,0,Special,Psychic,Psychic
Thunderbolt,45.673,Dragalge,0,Special,Poison,Dragon
Thunderbolt,93.107,Fan Rotom,0,Special,Electric,Flying
Bounce,36.589,Regieleki,220.63167,Physical,Electric,Electric
Bounce,26.742,Kingdra,9.89454,Physical,Water,Dragon
Bounce,75.287,Seismitoad,44.41933,Physical,Water,Ground
Bounce,80.27,Cinderace,36.1215,Physical,Fire,Fire
Bounce,83.742,Barraskewda,30.98454,Physical,Water,Water
Bounce,6.155,Tsareena,1.6003,Physical,Grass,Grass
Bounce,72.574,Gyarados,10.8861,Physical,Water,Flying
Bounce,17.267,Shiftry,0.51801,Physical,Grass,Dark
Bounce,76.306,Cobalion,4.57836,Physical,Fighting,Steel
Bounce,63.061,Virizion,0,Physical,Grass,Fighting
Bounce,8.445,Sharpedo,0,Physical,Water,Dark
Bounce,61.059,Hitmonlee,0,Physical,Fighting,Fighting
Wild Charge,34.983,Regieleki,210.94749,Physical,Electric,Electric
Wild Charge,74.033,Thundurus Incarnate Forme,260.59616,Physical,Electric,Flying
Wild Charge,6.365,Arcanine,1.46395,Physical,Fire,Fire
Wild Charge,66.803,Tapu Koko,18.03681,Physical,Electric,Fairy
Wild Charge,99.837,Klinklang,882.55908,Physical,Steel,Steel
Wild Charge,93.735,Electivire,2.81205,Physical,Electric,Electric
Wild Charge,98.432,Luxray,1.96864,Physical,Electric,Electric
Wild Charge,4.217,Bouffalant,0,Physical,Normal,Normal
Wild Charge,24.15,Stoutland,0,Physical,Normal,Normal
Wild Charge,6.628,Dunsparce,0,Physical,Normal,Normal
Volt Switch,29.405,Regieleki,177.31215,Special,Electric,Electric
Volt Switch,32.796,Raichu,30.50028,Special,Electric,Electric
Volt Switch,25.572,Tapu Koko,6.90444,Special,Electric,Fairy
Volt Switch,19.345,Thundurus Therian Forme,1.74105,Special,Electric,Flying
Volt Switch,20.125,Wash Rotom,3.22,Special,Electric,Water
Volt Switch,6.914,Pikachu,0.89882,Special,Electric,Electric
Volt Switch,16.775,Raikou,1.17425,Special,Electric,Electric
Volt Switch,28.301,Togedemaru,1.98107,Special,Electric,Steel
Volt Switch,8.061,Heliolisk,0.64488,Special,Electric,Normal
Volt Switch,50.464,Vikavolt,1.51392,Special,Bug,Electric
Volt Switch,13.409,Mow Rotom,0.40227,Special,Electric,Grass
Volt Switch,29.041,Alolan Raichu,0,Special,Electric,Psychic
Volt Switch,33.833,Emolga,0,Special,Electric,Flying
Volt Switch,5.294,Charjabug,0,Special,Bug,Electric
Volt Switch,30.914,Toxtricity Low Key Form,0,Special,Electric,Poison
Volt Switch,15.513,Magnezone,0,Special,Electric,Steel
Volt Switch,17.272,Magneton,0,Special,Electric,Steel
Volt Switch,32.355,Jolteon,0,Special,Electric,Electric
Volt Switch,46.859,Dedenne,0,Special,Electric,Fairy
Assurance,24.911,Regieleki,150.21333,Physical,Electric,Electric
Assurance,4.051,Scyther,0,Physical,Bug,Flying
Rising Voltage,21.208,Regieleki,127.88424,Special,Electric,Electric
Rising Voltage,8.926,Thundurus Therian Forme,0.80334,Special,Electric,Flying
Rising Voltage,13.807,Raikou,0.96649,Special,Electric,Electric
Rising Voltage,5.446,Heliolisk,0.43568,Special,Electric,Normal
Rising Voltage,84.385,Pincurchin,7.59465,Special,Electric,Electric
Rising Voltage,39.124,Xurkitree,1.56496,Special,Electric,Electric
Rising Voltage,90.9,Alolan Raichu,0,Special,Electric,Psychic
Rising Voltage,11.685,Magnezone,0,Special,Electric,Steel
Rising Voltage,36.896,Magneton,0,Special,Electric,Steel
Rising Voltage,38.965,Jolteon,0,Special,Electric,Electric
Rising Voltage,4.796,Fan Rotom,0,Special,Electric,Flying
Hyper Beam,20.25,Regieleki,122.1075,Special,Electric,Electric
Hyper Beam,6.413,Calyrex Shadow Rider,23.27919,Special,Psychic,Ghost
Hyper Beam,25.944,Porygon2,30.35448,Special,Normal,Normal
Hyper Beam,8.274,White Kyurem,7.8603,Special,Dragon,Ice
Hyper Beam,6.68,Spectrier,1.2692,Special,Ghost,Ghost
Hyper Beam,60.189,Regidrago,7.22268,Special,Dragon,Dragon
Hyper Beam,28.827,Thundurus Therian Forme,2.59443,Special,Electric,Flying
Hyper Beam,12.109,Inteleon,1.33199,Special,Water,Water
Hyper Beam,4.885,Heliolisk,0.3908,Special,Electric,Normal
Hyper Beam,9.831,Primarina,1.08141,Special,Water,Fairy
Hyper Beam,90.706,Porygon-Z,6.34942,Special,Normal,Normal
Hyper Beam,19.625,Appletun,0.785,Special,Grass,Dragon
Hyper Beam,35.918,Xurkitree,1.43672,Special,Electric,Electric
Hyper Beam,43.523,Drampa,1.74092,Special,Normal,Dragon
Hyper Beam,27.528,Sylveon,0,Special,Fairy,Fairy
Hyper Beam,6.278,Wigglytuff,0,Special,Normal,Fairy
Hyper Beam,13.168,Tentacruel,0,Special,Poison,Water
Screech,12.164,Regieleki,73.34892,Status,Electric,Electric
Screech,4.799,Liepard,0.76784,Status,Dark,Dark
Screech,4.869,Sceptile,0.24345,Status,Grass,Grass
Screech,41.487,Thievul,0,Status,Dark,Dark
Screech,9.294,Perrserker,0,Status,Steel,Steel
Screech,59.272,Galvantula,0,Status,Bug,Electric
Extreme Speed,5.35,Regieleki,32.2605,Physical,Electric,Electric
Extreme Speed,40.914,Entei,20.457,Physical,Fire,Fire
Extreme Speed,4.21,Arcanine,0.9683,Physical,Fire,Fire
Extreme Speed,8.009,Lucario,0.72081,Physical,Fighting,Steel
Extreme Speed,51.549,Dragonite,5.1549,Physical,Flying,Dragon
Grassy Glide,99.878,Rillaboom,481.41196,Physical,Grass,Grass
Grassy Glide,28.867,Tsareena,7.50542,Physical,Grass,Grass
Grassy Glide,16.605,Lurantis,0.6642,Physical,Grass,Grass
Grassy Glide,41.392,Dhelmise,0,Physical,Grass,Ghost
Grassy Glide,13.247,Virizion,0,Physical,Grass,Fighting
Grassy Glide,14.005,Flapple,0,Physical,Grass,Dragon
Grassy Glide,29.647,Sirfetch'd,0,Physical,Fighting,Fighting
Grassy Glide,50.633,Gourgeist Small Size,0,Physical,Grass,Ghost
Grassy Glide,12.489,Tangrowth,0,Physical,Grass,Grass
Grassy Glide,21.413,Decidueye,0,Physical,Grass,Ghost
High Horsepower,62.281,Rillaboom,300.19442,Physical,Grass,Grass
High Horsepower,81.641,Calyrex Ice Rider,240.02454,Physical,Psychic,Ice
High Horsepower,97.573,Regigigas,36.10201,Physical,Normal,Normal
High Horsepower,92.386,Mamoswine,14.78176,Physical,Ice,Ground
High Horsepower,99.988,Glastrier,12.99844,Physical,Ice,Ice
High Horsepower,62.779,Snorlax,11.30022,Physical,Normal,Normal
High Horsepower,11.555,Stakataka,2.65765,Physical,Steel,Rock
High Horsepower,97.388,Swampert,6.81716,Physical,Water,Ground
High Horsepower,37.315,Tyranitar,8.9556,Physical,Rock,Dark
High Horsepower,42.267,Kingler,3.80403,Physical,Water,Water
High Horsepower,89.954,Tapu Bulu,1.79908,Physical,Grass,Fairy
High Horsepower,30.971,Krookodile,3.40681,Physical,Ground,Dark
High Horsepower,50.366,Excadrill,5.0366,Physical,Ground,Steel
High Horsepower,23.592,Dracozolt,1.88736,Physical,Electric,Dragon
High Horsepower,98.622,Mudsdale,5.91732,Physical,Ground,Ground
High Horsepower,38.663,Rhyperior,3.47967,Physical,Ground,Rock
High Horsepower,90.169,Diggersby,0.90169,Physical,Normal,Ground
High Horsepower,5.646,Conkeldurr,0.5646,Physical,Fighting,Fighting
High Horsepower,86.164,Tauros,2.58492,Physical,Normal,Normal
High Horsepower,8.461,Dugtrio,0.25383,Physical,Ground,Ground
High Horsepower,49.202,Copperajah,0,Physical,Steel,Steel
High Horsepower,61.767,Hippowdon,0,Physical,Ground,Ground
High Horsepower,85.37,Bouffalant,0,Physical,Normal,Normal
High Horsepower,80.172,Sandaconda,0,Physical,Ground,Ground
High Horsepower,14.035,Miltank,0,Physical,Normal,Normal
High Horsepower,9.408,Heracross,0,Physical,Bug,Fighting
High Horsepower,8.536,Bewear,0,Physical,Normal,Fighting
High Horsepower,15.551,Poliwrath,0,Physical,Water,Fighting
High Horsepower,80.024,Golurk,0,Physical,Ground,Ghost
High Horsepower,67.397,Steelix,0,Physical,Ground,Steel
U Turn,48.902,Rillaboom,235.70764,Physical,Grass,Grass
U Turn,18.237,Landorus Therian Forme,67.29453,Physical,Ground,Flying
U Turn,12.535,Urshifu Single Strike Style,15.66875,Physical,Fighting,Dark
U Turn,15.795,Urshifu Rapid Strike Style,9.1611,Physical,Water,Fighting
U Turn,22.434,Pheromosa,6.50586,Physical,Bug,Fighting
U Turn,63.756,Tapu Koko,17.21412,Physical,Electric,Fairy
U Turn,45.765,Tsareena,11.8989,Physical,Grass,Grass
U Turn,58.343,Darmanitan Galarian Standard Mode,8.75145,Physical,Ice,Ice
U Turn,9.284,Galarian Moltres,3.2494,Physical,Dark,Flying
U Turn,93.126,Scizor,6.51882,Physical,Bug,Steel
U Turn,88.11,Darmanitan Standard Mode,2.6433,Physical,Fire,Fire
U Turn,11.099,Corviknight,1.1099,Physical,Flying,Steel
U Turn,8.028,Accelgor,0.56196,Physical,Bug,Bug
U Turn,21.801,Crobat,1.09005,Physical,Poison,Flying
U Turn,5.378,Hawlucha,0.16134,Physical,Fighting,Flying
U Turn,2.711,Lopunny,0,Physical,Normal,Normal
U Turn,5.744,Unfezant,0,Physical,Normal,Flying
U Turn,21.987,Perrserker,0,Physical,Steel,Steel
U Turn,19.564,Noivern,0,Physical,Flying,Dragon
U Turn,33.197,Decidueye,0,Physical,Grass,Ghost
U Turn,51.63,Scyther,0,Physical,Bug,Flying
Wood Hammer,21.823,Rillaboom,105.18686,Physical,Grass,Grass
Wood Hammer,6.496,Mimikyu,7.40544,Physical,Ghost,Fairy
Wood Hammer,98.698,Tapu Bulu,1.97396,Physical,Grass,Fairy
Wood Hammer,7.884,Alolan Exeggutor,0.47304,Physical,Grass,Dragon
Wood Hammer,92.721,Trevenant,1.85442,Physical,Grass,Ghost
Wood Hammer,30.949,Abomasnow,1.54745,Physical,Grass,Ice
Knock Off,9.28,Rillaboom,44.7296,Physical,Grass,Grass
Knock Off,25.383,Escavalier,2.28447,Physical,Bug,Steel
Knock Off,41.406,Kingler,3.72654,Physical,Water,Water
Knock Off,97.547,Obstagoon,5.85282,Physical,Dark,Normal
Knock Off,15.843,Machamp,0.63372,Physical,Fighting,Fighting
Knock Off,12.938,Zoroark,0,Physical,Dark,Dark
Knock Off,54.86,Sirfetch'd,0,Physical,Fighting,Fighting
Knock Off,49.485,Gallade,0,Physical,Psychic,Fighting
Knock Off,78.569,Tangrowth,0,Physical,Grass,Grass
Knock Off,66.303,Crawdaunt,0,Physical,Water,Dark
Knock Off,82.58,Drapion,0,Physical,Dark,Poison
Knock Off,9.901,Decidueye,0,Physical,Grass,Ghost
Knock Off,40.541,Passimian,0,Physical,Fighting,Fighting
Knock Off,74.209,Lickilicky,0,Physical,Normal,Normal
Rock Slide,85.296,Landorus Therian Forme,314.74224,Physical,Ground,Flying
Rock Slide,4.831,Coalossal,1.9324,Physical,Fire,Rock
Rock Slide,7.469,Zygarde Complete Forme,3.13698,Physical,Ground,Dragon
Rock Slide,23.361,Metagross,6.30747,Physical,Psychic,Steel
Rock Slide,20.609,Landorus Incarnate Forme,4.74007,Physical,Ground,Flying
Rock Slide,15.83,Dusk Mane Necrozma,7.7567,Physical,Psychic,Steel
Rock Slide,8.071,Dracovish,2.58272,Physical,Water,Dragon
Rock Slide,47.446,Darmanitan Galarian Standard Mode,7.1169,Physical,Ice,Ice
Rock Slide,65.492,Stakataka,15.06316,Physical,Steel,Rock
Rock Slide,66.503,Salamence,5.32024,Physical,Flying,Dragon
Rock Slide,94.303,Tyranitar,22.63272,Physical,Rock,Dark
Rock Slide,10.627,Alolan Marowak,1.70032,Physical,Fire,Ghost
Rock Slide,35.939,Kingler,3.23451,Physical,Water,Water
Rock Slide,82.668,Garchomp,12.4002,Physical,Ground,Dragon
Rock Slide,54.858,Krookodile,6.03438,Physical,Ground,Dark
Rock Slide,87.735,Excadrill,8.7735,Physical,Ground,Steel
Rock Slide,26.575,Shiftry,0.79725,Physical,Grass,Dark
Rock Slide,59.216,Mudsdale,3.55296,Physical,Ground,Ground
Rock Slide,98.421,Gigalith,3.93684,Physical,Rock,Rock
Rock Slide,6.855,Dragonite,0.6855,Physical,Flying,Dragon
Rock Slide,82.09,Darmanitan Standard Mode,2.4627,Physical,Fire,Fire
Rock Slide,6.765,Cradily,0.74415,Physical,Rock,Grass
Rock Slide,90.163,Aerodactyl,4.50815,Physical,Rock,Flying
Rock Slide,27.165,Kabutops,1.0866,Physical,Water,Rock
Rock Slide,92.731,Drednaw,3.70924,Physical,Water,Rock
Rock Slide,52.657,Rhyperior,4.73913,Physical,Ground,Rock
Rock Slide,72.119,Stonjourner,2.16357,Physical,Rock,Rock
Rock Slide,49.671,Diggersby,0.49671,Physical,Normal,Ground
Rock Slide,95.859,Durant,3.83436,Physical,Bug,Steel
Rock Slide,16.533,Conkeldurr,1.6533,Physical,Fighting,Fighting
Rock Slide,94.024,Terrakion,4.7012,Physical,Rock,Fighting
Rock Slide,25.308,Black Kyurem,1.77156,Physical,Dragon,Ice
Rock Slide,3.591,Goodra,0.21546,Physical,Dragon,Dragon
Rock Slide,2.98,Tauros,0.0894,Physical,Normal,Normal
Rock Slide,58.463,Blissey,1.75389,Physical,Normal,Normal
Rock Slide,4.824,Haxorus,0,Physical,Dragon,Dragon
Rock Slide,13.994,Runerigus,0,Physical,Ground,Ghost
Rock Slide,46.238,Braviary,0,Physical,Normal,Flying
Rock Slide,38.61,Beartic,0,Physical,Ice,Ice
Rock Slide,44.164,Copperajah,0,Physical,Steel,Steel
Rock Slide,27.756,Hippowdon,0,Physical,Ground,Ground
Rock Slide,32.533,Arctozolt,0,Physical,Electric,Ice
